Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,5.0,20.89,1.08,1.94,46,24,85,27.27,44.24,1406.8,Cotton,Harvest,Rabi,Sprinkler,Maize,West,127.18,8.0,DAP
Sandy,8.05,35.51,0.92,1.39,75,85,105,24.98,59.0,811.02,Rice,Flowering,Rabi,Sprinkler,Sugarcane,Central,143.61,4.95,Zinc Sulphate
Clay,5.99,15.7,0.32,1.14,53,26,65,27.48,41.46,2198.42,Tomato,Vegetative,Zaid,Sprinkler,Cotton,Central,50.0,3.09,Compost
Sandy,6.1,50.08,0.74,2.14,91,23,100,17.45,45.62,1178.01,Maize,Vegetative,Kharif,Canal,Wheat,South,184.79,2.2,SSP
Silt,6.42,42.77,0.32,0.44,71,10,93,29.78,70.43,1085.16,Sugarcane,Harvest,Kharif,Drip,Wheat,East,287.62,2.89,DAP
Loamy,5.69,40.23,0.81,1.32,59,30,33,21.72,61.86,1240.11,Cotton,Harvest,Zaid,Sprinkler,Cotton,Central,270.81,1.92,NPK
Sandy,7.5,43.11,0.3,1.97,131,24,13,34.56,49.59,1512.88,Sugarcane,Sowing,Rabi,Sprinkler,Cotton,South,279.09,5.6,Compost
Sandy,8.11,27.52,0.83,1.11,70,76,89,19.79,34.68,980.98,Rice,Harvest,Zaid,Rainfed,Maize,South,248.78,5.11,Zinc Sulphate
Clay,8.09,28.35,0.54,0.7,113,62,67,27.22,52.95,3000.0,Rice,Vegetative,Kharif,Sprinkler,Tomato,South,50.48,6.28,Zinc Sulphate
Clay,6.0,26.23,0.34,2.77,28,67,103,14.39,36.01,2315.21,Cotton,Sowing,Zaid,Drip,Tomato,South,72.39,6.44,Compost
Sandy,7.3,57.99,1.2,1.25,40,25,76,20.7,52.79,1283.75,Rice,Vegetative,Kharif,Rainfed,Maize,South,173.72,2.1,DAP
Clay,5.97,24.12,0.87,0.84,50,12,50,22.37,42.21,736.02,Wheat,Flowering,Kharif,Drip,Rice,West,187.36,4.59,NPK
Sandy,8.26,27.81,0.53,2.75,65,15,88,25.24,55.31,1895.32,Potato,Flowering,Rabi,Rainfed,Tomato,East,189.34,1.01,DAP
Sandy,7.89,42.93,0.68,1.02,49,16,78,24.85,53.26,516.44,Tomato,Flowering,Rabi,Sprinkler,Maize,East,173.22,6.53,DAP
Silt,5.35,50.28,1.1,2.62,94,47,17,31.77,39.35,200.0,Wheat,Harvest,Kharif,Drip,Potato,South,277.44,1.31,MOP
Clay,7.89,50.05,0.74,1.27,84,88,78,13.67,51.79,1564.08,Potato,Flowering,Rabi,Canal,Tomato,East,200.95,4.33,Zinc Sulphate
Sandy,6.67,20.24,0.37,0.94,22,25,100,23.43,61.6,1253.23,Potato,Vegetative,Kharif,Canal,Sugarcane,North,137.61,6.6,Compost
Silt,5.66,13.55,0.22,1.42,33,46,12,27.0,61.39,688.21,Potato,Vegetative,Kharif,Drip,Cotton,Central,148.42,4.95,Compost
Silt,5.7,20.95,0.99,1.51,39,29,39,23.3,50.43,1170.04,Sugarcane,Sowing,Rabi,Drip,Cotton,West,84.21,5.7,NPK
Silt,7.67,60.0,0.51,2.35,46,20,99,30.62,69.32,2756.57,Maize,Sowing,Zaid,Rainfed,Maize,South,85.72,4.37,DAP
Silt,7.93,32.94,0.63,1.73,147,63,41,17.8,79.56,1780.19,Wheat,Vegetative,Rabi,Drip,Tomato,North,188.96,5.05,MOP
Clay,5.0,21.95,0.41,3.0,57,74,80,24.56,51.52,1586.11,Maize,Sowing,Kharif,Rainfed,Cotton,West,254.64,4.23,Urea
Clay,7.14,50.34,0.62,1.1,50,13,85,28.62,58.97,200.0,Potato,Sowing,Rabi,Sprinkler,Tomato,South,161.33,4.22,DAP
Loamy,6.63,49.89,0.67,1.59,73,47,18,19.58,71.94,1441.85,Tomato,Vegetative,Zaid,Drip,Tomato,East,162.14,3.6,MOP
Sandy,5.55,46.49,0.91,2.23,44,11,78,26.94,66.77,1004.5,Tomato,Flowering,Kharif,Drip,Tomato,Central,224.89,5.66,DAP
Silt,6.14,32.51,0.33,1.95,74,26,57,16.32,69.02,1126.57,Maize,Harvest,Zaid,Sprinkler,Sugarcane,South,157.48,3.44,Compost
Loamy,5.96,16.05,0.26,1.74,154,88,81,23.27,59.55,1091.88,Rice,Sowing,Zaid,Drip,Wheat,Central,161.51,2.6,Compost
Silt,5.46,39.89,0.2,2.35,61,13,47,23.38,62.71,1109.88,Rice,Flowering,Zaid,Drip,Sugarcane,East,153.11,1.65,DAP
Clay,7.3,35.44,0.87,2.42,101,82,62,20.19,53.29,894.35,Wheat,Flowering,Rabi,Rainfed,Wheat,South,212.83,2.95,Zinc Sulphate
Sandy,6.02,36.72,0.72,1.57,62,16,62,19.87,45.84,1791.92,Sugarcane,Sowing,Zaid,Sprinkler,Sugarcane,West,268.88,4.49,SSP
Clay,5.69,15.68,0.83,1.69,71,12,75,10.0,55.39,2629.47,Potato,Sowing,Kharif,Rainfed,Maize,West,276.27,3.95,SSP
Clay,4.64,47.65,0.34,1.68,118,31,78,37.04,30.0,1848.87,Sugarcane,Vegetative,Kharif,Rainfed,Tomato,Central,113.27,4.56,SSP
Silt,8.41,34.29,1.33,2.75,137,65,54,29.43,71.7,2241.07,Maize,Harvest,Zaid,Drip,Potato,North,219.33,4.58,Zinc Sulphate
Sandy,8.5,44.28,0.87,2.36,133,63,77,30.36,80.33,1899.01,Rice,Vegetative,Rabi,Canal,Tomato,West,119.53,4.07,Zinc Sulphate
Silt,5.22,32.53,0.94,0.77,66,19,33,25.69,64.15,1118.37,Cotton,Harvest,Zaid,Drip,Potato,North,184.94,6.96,NPK
Clay,7.26,28.33,0.65,0.88,136,75,42,32.23,62.94,2177.16,Wheat,Harvest,Zaid,Drip,Maize,South,252.94,7.62,MOP
Loamy,6.21,42.66,0.65,0.67,95,53,16,23.96,80.31,2323.26,Rice,Harvest,Zaid,Canal,Wheat,Central,251.75,5.84,MOP
Sandy,6.12,39.49,0.23,1.96,107,79,49,22.44,48.62,2210.64,Cotton,Flowering,Rabi,Canal,Maize,West,135.22,2.93,Compost
Loamy,8.47,23.28,0.58,0.38,72,19,76,25.04,38.57,2212.45,Wheat,Harvest,Zaid,Drip,Wheat,East,70.67,3.41,DAP
Loamy,6.86,31.01,0.57,2.24,130,57,16,28.26,66.65,3000.0,Maize,Flowering,Kharif,Drip,Rice,East,270.95,2.91,MOP
Silt,8.0,31.02,1.15,1.27,113,53,31,31.32,46.07,3000.0,Cotton,Flowering,Kharif,Rainfed,Tomato,Central,185.38,2.74,MOP
Silt,4.7,35.82,0.97,0.27,101,41,11,33.11,75.47,512.14,Rice,Sowing,Zaid,Drip,Potato,South,79.03,2.79,MOP
Clay,6.6,48.83,0.84,0.82,53,40,82,19.08,73.33,1083.17,Wheat,Vegetative,Zaid,Drip,Maize,North,135.66,5.5,Urea
Clay,5.71,32.82,1.02,1.25,60,11,41,34.67,47.83,1648.01,Sugarcane,Vegetative,Rabi,Drip,Potato,East,179.07,3.76,SSP
Sandy,5.75,28.43,0.66,1.62,39,24,110,26.6,77.14,2523.17,Potato,Harvest,Kharif,Drip,Sugarcane,West,216.05,6.57,DAP
Loamy,5.35,14.33,1.08,2.09,114,18,70,35.41,42.89,2590.4,Potato,Vegetative,Rabi,Drip,Rice,East,212.76,4.94,SSP
Silt,7.54,40.57,0.75,1.55,146,74,97,18.42,46.87,1682.02,Wheat,Flowering,Kharif,Canal,Sugarcane,West,129.41,1.59,Zinc Sulphate
Silt,6.87,48.49,1.03,1.4,63,83,73,17.54,57.17,1124.18,Cotton,Harvest,Zaid,Canal,Rice,South,154.52,7.03,Urea
Clay,6.3,41.73,0.63,1.15,52,80,91,30.58,90.0,1755.29,Sugarcane,Vegetative,Kharif,Sprinkler,Rice,North,237.88,2.87,Urea
Loamy,5.69,36.66,1.03,1.06,40,25,58,20.46,83.55,1647.96,Potato,Sowing,Zaid,Drip,Sugarcane,East,147.92,6.33,DAP
Clay,7.71,26.31,1.22,1.03,24,22,60,31.68,81.11,200.0,Wheat,Sowing,Kharif,Canal,Tomato,West,166.71,4.56,DAP
Silt,6.16,13.21,0.27,1.7,72,32,54,19.84,71.14,1818.0,Maize,Flowering,Rabi,Rainfed,Sugarcane,South,217.39,5.94,Compost
Sandy,5.59,33.26,1.02,2.69,46,67,105,18.92,43.36,772.24,Maize,Harvest,Kharif,Sprinkler,Cotton,North,201.75,5.79,Urea
Silt,5.78,25.91,0.35,1.23,131,82,89,27.86,68.09,3000.0,Cotton,Vegetative,Kharif,Rainfed,Wheat,Central,109.14,3.1,Compost
Silt,6.15,15.43,0.23,0.86,112,70,116,37.64,58.54,1429.62,Maize,Flowering,Rabi,Rainfed,Tomato,West,82.19,1.57,Compost
Silt,6.31,22.6,1.2,0.99,53,25,62,20.04,78.05,1810.84,Potato,Harvest,Zaid,Sprinkler,Rice,East,82.79,1.0,DAP
Clay,6.14,27.93,0.55,2.99,56,29,53,29.81,88.31,774.98,Sugarcane,Sowing,Rabi,Canal,Wheat,Central,226.0,2.68,DAP
Sandy,5.3,31.4,1.05,1.84,76,15,65,25.86,53.25,954.36,Cotton,Flowering,Kharif,Canal,Tomato,East,177.31,5.0,SSP
Clay,5.55,43.18,0.44,0.82,40,38,49,18.17,52.19,1673.26,Wheat,Harvest,Kharif,Rainfed,Rice,South,210.12,7.01,MOP
Clay,5.49,30.32,0.8,2.22,35,40,76,24.55,80.12,515.4,Maize,Sowing,Rabi,Sprinkler,Cotton,South,106.48,7.19,Urea
Sandy,6.23,26.97,1.06,2.14,47,74,64,12.62,69.45,213.89,Wheat,Vegetative,Kharif,Canal,Maize,South,237.21,1.42,Urea
Loamy,6.27,15.23,0.83,0.96,63,14,45,26.3,44.46,1316.39,Rice,Harvest,Zaid,Drip,Wheat,Central,217.39,5.0,SSP
Clay,5.59,34.05,1.25,1.88,36,36,39,30.62,38.51,1141.6,Maize,Sowing,Rabi,Drip,Potato,North,195.05,1.58,NPK
Loamy,7.84,50.02,0.72,1.34,99,79,97,12.83,54.03,1475.62,Potato,Flowering,Rabi,Sprinkler,Potato,Central,183.58,4.25,Zinc Sulphate
Loamy,8.08,54.25,1.21,1.46,100,58,48,31.62,37.48,2391.09,Cotton,Vegetative,Rabi,Canal,Cotton,South,189.26,5.27,Zinc Sulphate
Silt,6.52,49.53,0.86,0.92,140,50,37,11.97,41.94,939.58,Rice,Flowering,Kharif,Rainfed,Sugarcane,Central,159.37,5.04,MOP
Silt,8.02,37.92,0.61,2.34,93,64,65,29.93,55.0,3000.0,Sugarcane,Harvest,Kharif,Canal,Rice,Central,163.56,7.71,Zinc Sulphate
Loamy,7.3,39.34,0.67,1.44,143,67,62,24.23,72.95,1863.98,Wheat,Sowing,Kharif,Rainfed,Sugarcane,Central,103.15,1.64,Zinc Sulphate
Silt,6.0,13.39,0.25,1.19,78,65,100,24.26,56.68,1347.75,Sugarcane,Harvest,Rabi,Drip,Rice,North,119.89,5.62,Compost
Silt,6.79,27.9,0.74,0.77,135,81,13,28.1,38.66,1477.65,Tomato,Flowering,Rabi,Drip,Tomato,East,196.55,3.89,MOP
Loamy,6.0,10.0,0.97,2.03,39,35,30,19.01,46.7,1872.0,Sugarcane,Vegetative,Rabi,Sprinkler,Sugarcane,Central,92.35,3.16,NPK
Silt,6.08,22.67,0.78,0.1,51,29,61,35.29,69.75,669.34,Cotton,Harvest,Rabi,Sprinkler,Rice,Central,180.11,4.44,SSP
Clay,6.94,18.8,0.2,1.88,60,32,16,27.47,46.86,1735.21,Rice,Vegetative,Kharif,Canal,Cotton,Central,119.84,5.6,NPK
Sandy,7.24,48.54,0.65,1.44,44,20,113,28.91,82.06,2001.71,Rice,Sowing,Kharif,Sprinkler,Cotton,North,251.64,3.47,DAP
Loamy,6.05,28.21,0.41,1.45,79,15,88,28.8,51.46,1966.96,Tomato,Harvest,Kharif,Rainfed,Maize,East,217.69,6.01,Compost
Sandy,6.84,25.32,0.43,1.68,128,34,73,17.98,35.67,1803.3,Wheat,Flowering,Rabi,Sprinkler,Potato,Central,192.33,2.25,Compost
Clay,7.9,16.92,1.16,1.67,157,86,70,10.0,67.22,1312.05,Cotton,Vegetative,Rabi,Canal,Cotton,East,50.0,2.81,Zinc Sulphate
Silt,7.22,38.98,0.84,2.07,32,11,80,22.22,54.83,200.0,Cotton,Sowing,Kharif,Rainfed,Rice,East,293.35,3.98,DAP
Loamy,8.06,46.22,0.89,1.92,155,70,110,38.92,63.64,1961.8,Wheat,Vegetative,Kharif,Canal,Tomato,North,116.37,6.15,Zinc Sulphate
Clay,6.68,12.61,1.08,1.19,48,29,47,23.86,84.33,2700.7,Rice,Sowing,Rabi,Canal,Sugarcane,North,157.51,1.86,DAP
Loamy,7.51,45.86,0.37,1.21,120,69,26,25.76,52.32,2043.25,Wheat,Flowering,Kharif,Rainfed,Tomato,West,154.51,5.05,MOP
Clay,7.89,50.18,0.79,2.33,33,17,33,26.19,60.13,483.07,Potato,Vegetative,Zaid,Drip,Potato,East,192.73,5.75,NPK
Clay,6.3,27.02,0.67,2.93,103,31,106,26.81,56.71,1509.39,Tomato,Sowing,Rabi,Rainfed,Cotton,Central,113.42,2.64,SSP
Loamy,7.2,26.09,0.38,1.59,53,59,58,25.93,69.65,905.87,Potato,Vegetative,Kharif,Canal,Tomato,North,174.78,8.0,Urea
Clay,5.89,32.04,0.61,1.93,51,34,17,15.73,46.55,1108.13,Rice,Flowering,Zaid,Drip,Maize,West,126.48,5.09,NPK
Sandy,6.54,10.62,1.09,1.25,42,31,106,36.61,60.53,2723.89,Tomato,Harvest,Rabi,Drip,Maize,East,261.94,8.0,Zinc Sulphate
Clay,6.29,23.05,0.36,2.24,125,83,36,24.79,59.22,1414.9,Cotton,Sowing,Kharif,Sprinkler,Maize,Central,162.86,3.15,Compost
Loamy,6.43,48.47,0.65,2.91,134,41,12,37.59,65.27,2520.9,Cotton,Flowering,Zaid,Drip,Rice,South,80.37,5.92,MOP
Clay,8.0,36.58,0.73,0.1,42,67,74,11.28,35.97,758.05,Rice,Vegetative,Kharif,Rainfed,Sugarcane,Central,59.6,4.61,Urea
Silt,6.26,47.59,0.94,2.3,26,31,12,24.33,39.36,1479.79,Tomato,Flowering,Zaid,Canal,Maize,Central,199.17,4.84,NPK
Clay,5.3,57.66,0.26,1.22,50,59,34,17.02,82.15,470.5,Cotton,Vegetative,Zaid,Canal,Wheat,South,123.77,6.88,Urea
Silt,4.87,30.1,0.36,1.35,25,61,20,26.64,31.0,942.99,Maize,Harvest,Zaid,Sprinkler,Cotton,West,166.73,7.87,Compost
Silt,5.39,26.65,0.9,0.87,128,19,93,18.37,73.94,1258.98,Sugarcane,Vegetative,Zaid,Drip,Maize,West,191.71,1.0,SSP
Clay,6.18,31.49,1.05,1.58,53,72,11,35.25,62.23,2635.64,Rice,Flowering,Zaid,Canal,Maize,North,110.52,6.61,Urea
Silt,6.44,52.52,1.29,1.58,85,44,20,29.07,44.09,1614.38,Potato,Sowing,Kharif,Drip,Wheat,East,275.03,5.54,MOP
Sandy,8.44,36.93,0.56,1.67,73,44,103,21.31,62.55,1773.84,Rice,Sowing,Rabi,Drip,Maize,North,229.57,5.36,Zinc Sulphate
Clay,8.18,15.59,0.8,1.1,159,65,58,26.1,65.77,1654.65,Potato,Vegetative,Kharif,Drip,Cotton,South,128.09,1.0,Zinc Sulphate
Silt,6.45,39.05,0.93,2.05,65,21,87,18.97,56.79,568.41,Cotton,Sowing,Kharif,Drip,Sugarcane,South,263.59,5.42,SSP
Silt,5.7,43.09,0.32,0.26,38,11,96,16.11,63.59,1497.25,Sugarcane,Flowering,Rabi,Canal,Cotton,East,149.81,8.0,DAP
Clay,7.52,55.73,1.27,0.61,100,41,52,22.48,35.71,1699.78,Maize,Sowing,Zaid,Drip,Maize,South,174.89,2.88,Zinc Sulphate
Clay,6.89,15.73,0.96,2.22,33,17,12,13.07,77.33,1186.26,Tomato,Sowing,Zaid,Sprinkler,Rice,East,180.52,2.94,NPK
Silt,6.29,25.36,0.76,0.59,66,28,57,20.67,69.84,2100.01,Sugarcane,Sowing,Kharif,Canal,Wheat,East,251.75,4.21,SSP
Loamy,7.39,28.48,0.4,1.2,44,74,87,18.76,75.61,1440.82,Maize,Vegetative,Rabi,Drip,Rice,West,125.11,3.87,Urea
Loamy,8.5,54.63,0.82,2.96,36,28,112,14.47,85.14,2843.2,Tomato,Sowing,Zaid,Sprinkler,Wheat,West,220.24,2.23,Urea
Clay,6.31,23.19,0.81,1.46,30,64,62,30.29,45.26,1632.28,Sugarcane,Vegetative,Zaid,Sprinkler,Rice,North,208.22,3.68,Urea
Loamy,5.77,21.99,0.43,1.28,157,62,44,23.54,57.74,2084.78,Tomato,Sowing,Rabi,Canal,Cotton,North,150.53,5.06,Compost
Sandy,6.08,16.7,0.81,1.57,68,60,21,25.4,62.45,717.92,Cotton,Flowering,Rabi,Canal,Maize,East,66.7,4.25,MOP
Loamy,8.38,30.52,0.82,2.8,147,88,13,21.7,60.65,571.45,Tomato,Vegetative,Kharif,Canal,Rice,East,260.84,6.48,MOP
Sandy,7.82,21.25,1.26,1.96,136,48,104,24.44,46.68,1995.36,Rice,Sowing,Zaid,Sprinkler,Maize,North,106.3,3.92,Zinc Sulphate
Loamy,7.86,49.0,0.73,2.12,41,89,106,39.23,64.42,1238.27,Sugarcane,Flowering,Rabi,Canal,Rice,West,120.8,3.43,Urea
Silt,5.22,36.67,1.04,1.82,64,61,42,23.36,47.45,2669.58,Tomato,Flowering,Zaid,Drip,Sugarcane,East,147.16,2.85,MOP
Clay,6.04,13.75,0.95,1.31,58,51,51,24.18,81.61,2123.04,Maize,Harvest,Rabi,Drip,Rice,South,216.92,3.25,Urea
Sandy,6.31,43.69,0.68,1.85,62,16,84,26.52,56.84,2614.0,Sugarcane,Sowing,Kharif,Sprinkler,Tomato,South,149.56,2.28,SSP
Loamy,7.2,23.67,0.82,1.87,29,18,15,30.67,72.46,1504.52,Maize,Vegetative,Zaid,Canal,Cotton,East,113.78,6.17,NPK
Silt,5.84,18.94,1.45,1.22,28,10,34,25.22,77.03,2417.03,Cotton,Sowing,Kharif,Drip,Rice,West,205.18,1.32,Urea
Sandy,7.71,25.87,0.83,0.46,98,75,104,12.07,89.88,953.1,Rice,Harvest,Rabi,Drip,Sugarcane,South,160.61,2.91,MOP
Clay,5.51,40.22,1.13,1.09,114,24,90,22.19,64.21,812.25,Cotton,Vegetative,Kharif,Canal,Potato,Central,129.27,5.0,SSP
Clay,6.42,23.19,1.06,2.13,42,87,78,32.86,86.48,1128.41,Cotton,Harvest,Zaid,Drip,Cotton,Central,219.68,3.93,Urea
Silt,6.01,17.96,0.89,3.0,43,13,116,30.1,48.71,2903.0,Potato,Harvest,Kharif,Sprinkler,Tomato,North,202.92,6.56,DAP
Clay,7.44,30.67,0.78,1.44,64,24,66,23.43,61.81,1429.43,Tomato,Sowing,Zaid,Drip,Rice,West,242.35,6.91,DAP
Clay,8.41,15.15,0.94,2.61,97,76,117,29.38,75.88,813.83,Rice,Harvest,Kharif,Drip,Potato,North,214.54,3.16,Zinc Sulphate
Clay,4.72,10.0,0.66,1.11,101,24,48,19.59,62.62,1460.79,Sugarcane,Harvest,Zaid,Rainfed,Wheat,North,181.89,6.07,SSP
Sandy,6.18,28.36,0.4,1.01,57,86,79,29.07,45.33,2421.74,Rice,Vegetative,Zaid,Sprinkler,Potato,North,213.56,2.33,Urea
Clay,6.83,18.34,1.28,1.79,60,63,90,20.62,67.68,1524.66,Rice,Sowing,Kharif,Rainfed,Wheat,West,177.96,7.04,Urea
Clay,7.14,49.18,0.47,0.5,32,33,50,23.76,67.27,1447.53,Rice,Vegetative,Zaid,Rainfed,Sugarcane,West,164.99,4.71,NPK
Loamy,6.04,49.37,0.66,1.06,61,46,118,26.67,67.82,2061.02,Maize,Flowering,Rabi,Rainfed,Rice,South,224.33,4.19,Urea
Sandy,8.38,37.64,0.95,1.32,54,21,112,22.7,77.18,1809.82,Rice,Sowing,Zaid,Canal,Potato,Central,174.22,2.7,DAP
Loamy,6.41,39.07,1.13,1.68,60,44,53,30.71,63.94,2174.93,Potato,Harvest,Rabi,Rainfed,Potato,East,122.0,5.78,Urea
Silt,7.86,21.43,0.62,1.87,124,42,33,23.1,61.64,1653.44,Rice,Flowering,Kharif,Drip,Potato,West,134.24,5.31,MOP
Sandy,5.03,23.58,0.27,1.71,116,55,90,34.39,52.87,1537.92,Potato,Vegetative,Zaid,Sprinkler,Cotton,North,207.09,5.95,Compost
Loamy,6.23,15.94,0.47,1.33,117,17,98,24.04,70.92,1908.16,Cotton,Harvest,Zaid,Drip,Tomato,West,102.05,5.45,Compost
Clay,7.83,32.12,0.31,1.14,93,77,64,26.21,48.14,696.09,Rice,Vegetative,Kharif,Sprinkler,Tomato,South,243.31,5.74,Zinc Sulphate
Clay,6.72,33.38,0.77,1.56,52,39,27,20.98,33.35,1634.85,Potato,Sowing,Rabi,Sprinkler,Sugarcane,Central,189.52,5.85,NPK
Sandy,5.76,54.93,0.78,0.32,51,15,41,22.44,51.55,2286.97,Rice,Sowing,Kharif,Rainfed,Maize,North,209.25,4.01,NPK
Sandy,4.57,57.39,1.04,1.99,37,24,51,33.42,64.63,1494.9,Rice,Harvest,Rabi,Rainfed,Wheat,West,156.24,6.6,Urea
Clay,6.57,23.89,0.4,1.63,154,63,24,30.42,59.6,1574.11,Wheat,Flowering,Kharif,Drip,Potato,South,217.18,5.06,MOP
Sandy,8.0,10.0,1.33,1.06,27,68,67,26.97,42.7,1156.21,Cotton,Vegetative,Rabi,Canal,Cotton,Central,175.03,2.24,Urea
Clay,6.28,17.81,1.21,2.02,23,15,56,14.88,50.59,1263.56,Cotton,Vegetative,Rabi,Canal,Rice,West,217.47,3.02,DAP
Clay,8.35,10.62,1.4,0.87,73,23,14,13.06,33.43,2536.5,Maize,Harvest,Rabi,Canal,Wheat,East,168.95,1.86,DAP
Sandy,7.33,40.33,0.67,1.56,44,15,42,24.26,77.88,1470.9,Cotton,Vegetative,Zaid,Sprinkler,Maize,Central,224.16,4.38,NPK
Silt,6.58,37.93,0.83,2.15,30,55,76,27.8,43.53,887.7,Potato,Vegetative,Zaid,Sprinkler,Sugarcane,Central,215.28,3.74,Urea
Loamy,6.64,24.31,0.69,1.73,130,44,34,29.34,55.88,1685.52,Cotton,Vegetative,Rabi,Sprinkler,Wheat,East,182.56,7.83,MOP
Clay,4.89,10.06,0.97,1.62,90,11,95,24.91,62.02,796.73,Cotton,Vegetative,Kharif,Sprinkler,Sugarcane,South,134.68,1.0,SSP
Silt,6.3,54.38,1.36,1.37,94,50,68,10.27,73.17,1370.51,Sugarcane,Flowering,Rabi,Rainfed,Maize,South,226.52,1.98,Zinc Sulphate
Clay,7.55,33.38,1.1,2.35,36,28,108,25.55,30.76,521.14,Cotton,Sowing,Zaid,Rainfed,Wheat,West,166.31,3.84,DAP
Clay,7.01,40.88,0.2,1.52,24,23,105,27.85,64.33,2284.62,Tomato,Flowering,Rabi,Canal,Wheat,West,255.03,4.58,DAP
Clay,7.25,54.59,1.12,1.05,63,14,17,23.51,72.13,2723.1,Maize,Sowing,Rabi,Drip,Rice,North,237.1,3.75,NPK
Sandy,6.45,49.39,0.89,2.17,49,60,77,24.78,59.04,2039.44,Rice,Vegetative,Zaid,Sprinkler,Wheat,Central,89.26,3.41,Urea
Loamy,6.8,17.96,1.23,2.45,47,85,77,13.24,32.23,2603.78,Cotton,Flowering,Kharif,Canal,Tomato,Central,144.51,1.62,Urea
Silt,6.61,29.55,0.81,3.0,28,13,86,29.33,64.04,1870.86,Wheat,Sowing,Kharif,Drip,Sugarcane,West,112.22,1.95,DAP
Silt,6.45,35.75,0.74,1.56,54,31,46,12.59,70.58,386.87,Potato,Sowing,Zaid,Drip,Wheat,Central,245.49,7.56,NPK
Sandy,4.71,46.74,0.88,0.82,90,27,62,32.31,88.94,1146.45,Sugarcane,Sowing,Kharif,Canal,Tomato,North,141.77,3.49,SSP
Loamy,5.2,18.73,1.17,2.25,127,20,97,29.71,80.03,1364.15,Cotton,Vegetative,Kharif,Rainfed,Rice,North,190.87,6.1,SSP
Clay,7.1,17.23,0.7,2.4,47,47,109,25.87,62.29,1295.82,Cotton,Harvest,Rabi,Drip,Sugarcane,Central,266.22,5.91,Urea
Sandy,5.31,20.39,0.21,1.55,69,69,119,27.2,69.65,1583.63,Sugarcane,Sowing,Kharif,Canal,Potato,South,177.42,2.23,Compost
Sandy,5.45,20.03,0.44,1.21,114,38,71,21.67,87.38,1667.68,Cotton,Vegetative,Rabi,Canal,Wheat,North,105.3,1.52,DAP
Sandy,5.51,32.52,0.59,2.42,35,27,45,26.3,80.05,1726.21,Tomato,Vegetative,Zaid,Rainfed,Cotton,West,223.25,4.87,NPK
Sandy,7.75,34.49,1.26,0.83,68,39,62,34.97,82.23,2858.44,Sugarcane,Flowering,Kharif,Canal,Cotton,South,184.74,7.93,DAP
Sandy,6.46,26.72,1.18,0.88,88,14,65,14.88,48.34,1797.13,Maize,Flowering,Kharif,Canal,Sugarcane,Central,120.05,5.71,SSP
Silt,5.2,26.91,0.9,1.98,100,17,88,20.23,67.59,1615.8,Wheat,Harvest,Rabi,Rainfed,Tomato,East,180.06,6.62,SSP
Loamy,6.34,52.48,0.86,0.71,104,13,95,20.92,47.85,1720.61,Maize,Sowing,Zaid,Drip,Rice,West,78.58,2.62,SSP
Silt,4.78,29.33,1.17,0.99,72,14,27,32.55,56.28,1384.09,Maize,Harvest,Rabi,Drip,Cotton,West,240.75,1.0,NPK
Sandy,7.49,57.74,0.46,1.52,38,28,89,27.07,54.23,694.75,Maize,Sowing,Kharif,Rainfed,Rice,West,239.1,3.05,DAP
Sandy,5.51,46.34,0.98,1.4,64,84,16,24.18,90.0,1540.65,Sugarcane,Harvest,Kharif,Canal,Tomato,East,127.92,2.93,MOP
Silt,6.33,15.34,1.1,0.67,37,40,88,32.55,61.51,2101.88,Potato,Vegetative,Zaid,Drip,Wheat,South,106.58,2.72,Urea
Sandy,6.31,10.0,0.8,2.49,40,77,85,23.08,55.99,1013.19,Rice,Harvest,Zaid,Rainfed,Wheat,North,184.16,6.12,Urea
Clay,6.71,24.35,0.28,0.92,33,33,96,31.45,66.3,2635.01,Maize,Sowing,Zaid,Drip,Wheat,South,127.9,2.22,Compost
Clay,5.11,45.08,1.0,2.86,54,32,64,23.04,58.21,390.95,Wheat,Sowing,Kharif,Drip,Rice,Central,245.05,3.86,NPK
Sandy,5.3,22.2,0.55,1.89,129,11,90,34.96,49.59,2371.06,Wheat,Harvest,Zaid,Rainfed,Tomato,West,219.39,6.37,DAP
Clay,7.79,31.62,0.78,1.3,66,58,110,22.38,70.23,1603.47,Cotton,Flowering,Kharif,Canal,Cotton,East,201.85,7.47,Zinc Sulphate
Loamy,6.67,46.86,1.1,1.69,126,67,27,15.61,62.28,2331.25,Cotton,Flowering,Kharif,Canal,Cotton,South,56.91,4.44,MOP
Sandy,5.03,33.17,0.76,0.79,88,19,70,16.7,75.39,1897.78,Sugarcane,Vegetative,Zaid,Canal,Cotton,Central,115.11,5.69,SSP
Loamy,7.26,53.8,1.5,0.9,47,32,109,26.61,90.0,2327.8,Cotton,Vegetative,Rabi,Rainfed,Maize,South,114.42,3.53,DAP
Clay,6.17,28.35,0.69,2.34,60,59,21,33.71,49.61,759.59,Cotton,Flowering,Zaid,Canal,Potato,South,178.48,1.0,MOP
